Method,is,rmse
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2665,0.121084686
DTW_MATRIX,sri lanka_8.5.1_2665,0.102524257
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2665,0.116277724
R_SQUARE_MATRIX,sri lanka_8.5.1_2665,0.101807953
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2665,0.133923634
sgd_cap,sri lanka_8.5.1_2665,0.128807869
T_TEST_MATRIX,sri lanka_8.5.1_2680,13.71108181
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2680,13.69851555
DTW_MATRIX,sri lanka_8.5.1_2680,13.78180328
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2680,13.71348666
R_SQUARE_MATRIX,sri lanka_8.5.1_2680,13.78995677
sgd_cap,sri lanka_8.5.1_2680,13.70752865
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2689,0.393468931
T_TEST_MATRIX,sri lanka_8.5.1_2689,0.469442185
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2689,0.431450897
DTW_MATRIX,sri lanka_8.5.1_2689,0.483669807
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2689,0.37616857
sgd_cap,sri lanka_8.5.1_2689,0.453362183
R_SQUARE_MATRIX,sri lanka_8.5.1_2674,0.600005537
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2674,0.605780559
T_TEST_MATRIX,sri lanka_8.5.1_2674,0.603972716
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2674,0.482773153
DTW_MATRIX,sri lanka_8.5.1_2674,0.622567271
sgd_cap,sri lanka_8.5.1_2674,0.733462856
DTW_MATRIX,sri lanka_8.5.1_2683,0.292612251
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2683,0.309402882
R_SQUARE_MATRIX,sri lanka_8.5.1_2683,0.275699499
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2683,0.303463401
T_TEST_MATRIX,sri lanka_8.5.1_2683,0.433463776
sgd_cap,sri lanka_8.5.1_2683,0.307087733
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2668,0.126090171
DTW_MATRIX,sri lanka_8.5.1_2668,0.032507015
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2668,0.188391995
R_SQUARE_MATRIX,sri lanka_8.5.1_2668,0.034192764
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2668,0.032196751
sgd_cap,sri lanka_8.5.1_2668,0.109558837
T_TEST_MATRIX,sri lanka_8.5.1_2671,1.382313184
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2671,1.238765096
DTW_MATRIX,sri lanka_8.5.1_2671,1.205159464
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2671,1.28621754
R_SQUARE_MATRIX,sri lanka_8.5.1_2671,1.255826418
sgd_cap,sri lanka_8.5.1_2671,1.138932977
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2677,0.497855887
T_TEST_MATRIX,sri lanka_8.5.1_2677,0.48337425
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2677,0.59214325
DTW_MATRIX,sri lanka_8.5.1_2677,0.57003849
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2677,0.475337454
sgd_cap,sri lanka_8.5.1_2677,0.516669959
R_SQUARE_MATRIX,sri lanka_8.5.1_2692,1.010312946
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2692,1.053209088
T_TEST_MATRIX,sri lanka_8.5.1_2692,0.960073401
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2692,0.745145606
DTW_MATRIX,sri lanka_8.5.1_2692,0.961228844
sgd_cap,sri lanka_8.5.1_2692,0.940727022
DTW_MATRIX,sri lanka_8.5.1_2686,0.078973567
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2686,0.07173672
R_SQUARE_MATRIX,sri lanka_8.5.1_2686,0.070824497
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2686,0.102167337
T_TEST_MATRIX,sri lanka_8.5.1_2686,0.088134895
sgd_cap,sri lanka_8.5.1_2686,0.111777932
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2666,0.042126183
DTW_MATRIX,sri lanka_8.5.1_2666,0.043381242
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2666,0.045483812
R_SQUARE_MATRIX,sri lanka_8.5.1_2666,0.045592424
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2666,0.040351483
sgd_cap,sri lanka_8.5.1_2666,0.04272876
T_TEST_MATRIX,sri lanka_8.5.1_2681,1.389643821
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2681,1.348070717
DTW_MATRIX,sri lanka_8.5.1_2681,1.40883384
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2681,1.198008422
R_SQUARE_MATRIX,sri lanka_8.5.1_2681,1.413860717
sgd_cap,sri lanka_8.5.1_2681,1.376757901
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2690,0.245646756
T_TEST_MATRIX,sri lanka_8.5.1_2690,0.241648757
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2690,0.427311007
DTW_MATRIX,sri lanka_8.5.1_2690,0.282993493
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2690,0.218305763
sgd_cap,sri lanka_8.5.1_2690,0.407035343
R_SQUARE_MATRIX,sri lanka_8.5.1_2675,0.701839573
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2675,0.68611314
T_TEST_MATRIX,sri lanka_8.5.1_2675,0.780692184
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2675,0.785698508
DTW_MATRIX,sri lanka_8.5.1_2675,0.581980741
sgd_cap,sri lanka_8.5.1_2675,0.668497389
DTW_MATRIX,sri lanka_8.5.1_3376,0.036405599
COEFFICIENTS_MATRIX,sri lanka_8.5.1_3376,0.144173061
R_SQUARE_MATRIX,sri lanka_8.5.1_3376,0.033339695
PEARSON_CORR_MATRIX,sri lanka_8.5.1_3376,0.028521432
T_TEST_MATRIX,sri lanka_8.5.1_3376,0.09590876
sgd_cap,sri lanka_8.5.1_3376,0.031146984
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2684,0.311439618
DTW_MATRIX,sri lanka_8.5.1_2684,0.251234008
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2684,0.280355246
R_SQUARE_MATRIX,sri lanka_8.5.1_2684,0.249081287
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2684,0.256537443
sgd_cap,sri lanka_8.5.1_2684,0.281875831
T_TEST_MATRIX,sri lanka_8.5.1_2669,0.130632432
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2669,0.222740895
DTW_MATRIX,sri lanka_8.5.1_2669,0.213685492
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2669,0.160016574
R_SQUARE_MATRIX,sri lanka_8.5.1_2669,0.13351153
sgd_cap,sri lanka_8.5.1_2669,0.151315633
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2672,1.21023733
T_TEST_MATRIX,sri lanka_8.5.1_2672,1.215264205
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2672,1.148533348
DTW_MATRIX,sri lanka_8.5.1_2672,1.237012127
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2672,1.105320504
sgd_cap,sri lanka_8.5.1_2672,1.162030022
R_SQUARE_MATRIX,sri lanka_8.5.1_2678,0.869521934
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2678,0.832829343
T_TEST_MATRIX,sri lanka_8.5.1_2678,0.971386399
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2678,1.021829346
DTW_MATRIX,sri lanka_8.5.1_2678,0.798364167
sgd_cap,sri lanka_8.5.1_2678,0.88393517
DTW_MATRIX,sri lanka_8.5.1_2693,0.328400845
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2693,0.318156887
R_SQUARE_MATRIX,sri lanka_8.5.1_2693,0.327398125
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2693,0.28443594
T_TEST_MATRIX,sri lanka_8.5.1_2693,0.373592838
sgd_cap,sri lanka_8.5.1_2693,0.328759871
GRANGER_CAUSALITY_MATRIX,sri lanka_8.5.1_2687,0.932885671
DTW_MATRIX,sri lanka_8.5.1_2687,0.902612681
COEFFICIENTS_MATRIX,sri lanka_8.5.1_2687,0.906536069
R_SQUARE_MATRIX,sri lanka_8.5.1_2687,1.044972621
PEARSON_CORR_MATRIX,sri lanka_8.5.1_2687,1.107869624
sgd_cap,sri lanka_8.5.1_2687,1.071134613
T_TEST_MATRIX,sri lanka_8.6.1_1179,0.39085086
GRANGER_CAUSALITY_MATRIX,sri lanka_8.6.1_1179,0.31617713
DTW_MATRIX,sri lanka_8.6.1_1179,0.523282038
COEFFICIENTS_MATRIX,sri lanka_8.6.1_1179,0.357733761
R_SQUARE_MATRIX,sri lanka_8.6.1_1179,0.357405342
sgd_cap,sri lanka_8.6.1_1179,0.441865591
PEARSON_CORR_MATRIX,sri lanka_8.6.1_1188,0.590447902
T_TEST_MATRIX,sri lanka_8.6.1_1188,0.509273805
GRANGER_CAUSALITY_MATRIX,sri lanka_8.6.1_1188,0.482284251
DTW_MATRIX,sri lanka_8.6.1_1188,0.545651665
COEFFICIENTS_MATRIX,sri lanka_8.6.1_1188,0.788886274
sgd_cap,sri lanka_8.6.1_1188,0.437594115
R_SQUARE_MATRIX,sri lanka_8.6.1_1183,0.72197757
PEARSON_CORR_MATRIX,sri lanka_8.6.1_1183,0.505220939
T_TEST_MATRIX,sri lanka_8.6.1_1183,0.449060564
GRANGER_CAUSALITY_MATRIX,sri lanka_8.6.1_1183,0.509013256
DTW_MATRIX,sri lanka_8.6.1_1183,0.411291922
sgd_cap,sri lanka_8.6.1_1183,0.430315439
DTW_MATRIX,sri lanka_9.2.1_2701,0.238388708
COEFFICIENTS_MATRIX,sri lanka_9.2.1_2701,0.235729765
R_SQUARE_MATRIX,sri lanka_9.2.1_2701,0.195553094
PEARSON_CORR_MATRIX,sri lanka_9.2.1_2701,0.219482187
T_TEST_MATRIX,sri lanka_9.2.1_2701,0.255598266
sgd_cap,sri lanka_9.2.1_2701,0.152694057
GRANGER_CAUSALITY_MATRIX,sri lanka_9.c.1_2713,0.160952242
DTW_MATRIX,sri lanka_9.c.1_2713,0.244359263
COEFFICIENTS_MATRIX,sri lanka_9.c.1_2713,0.180506808
R_SQUARE_MATRIX,sri lanka_9.c.1_2713,0.18843839
PEARSON_CORR_MATRIX,sri lanka_9.c.1_2713,0.176182675
sgd_cap,sri lanka_9.c.1_2713,0.209559917
T_TEST_MATRIX,sri lanka_9.c.1_2714,0.184605261
GRANGER_CAUSALITY_MATRIX,sri lanka_9.c.1_2714,0.224123589
DTW_MATRIX,sri lanka_9.c.1_2714,0.180629056
COEFFICIENTS_MATRIX,sri lanka_9.c.1_2714,0.185862339
R_SQUARE_MATRIX,sri lanka_9.c.1_2714,0.242564828
sgd_cap,sri lanka_9.c.1_2714,0.18157337
PEARSON_CORR_MATRIX,sri lanka_9.4.1_2705,1.330985484
T_TEST_MATRIX,sri lanka_9.4.1_2705,1.337100309
GRANGER_CAUSALITY_MATRIX,sri lanka_9.4.1_2705,1.321102049
DTW_MATRIX,sri lanka_9.4.1_2705,1.323432896
COEFFICIENTS_MATRIX,sri lanka_9.4.1_2705,1.326028317
sgd_cap,sri lanka_9.4.1_2705,1.316323825
R_SQUARE_MATRIX,sri lanka_9.4.1_2706,0.721595272
PEARSON_CORR_MATRIX,sri lanka_9.4.1_2706,0.712615091
T_TEST_MATRIX,sri lanka_9.4.1_2706,0.602932135
GRANGER_CAUSALITY_MATRIX,sri lanka_9.4.1_2706,0.753458039
DTW_MATRIX,sri lanka_9.4.1_2706,0.707419308
sgd_cap,sri lanka_9.4.1_2706,0.733209714
DTW_MATRIX,sri lanka_9.c.1_2712,0.654870366
COEFFICIENTS_MATRIX,sri lanka_9.c.1_2712,0.673827201
R_SQUARE_MATRIX,sri lanka_9.c.1_2712,0.686926107
PEARSON_CORR_MATRIX,sri lanka_9.c.1_2712,0.617422989
T_TEST_MATRIX,sri lanka_9.c.1_2712,0.599277126
sgd_cap,sri lanka_9.c.1_2712,0.663161411
GRANGER_CAUSALITY_MATRIX,sri lanka_9.2.1_2702,0.46678861
DTW_MATRIX,sri lanka_9.2.1_2702,0.535396275
COEFFICIENTS_MATRIX,sri lanka_9.2.1_2702,0.586725321
R_SQUARE_MATRIX,sri lanka_9.2.1_2702,0.430376146
PEARSON_CORR_MATRIX,sri lanka_9.2.1_2702,0.560536522
sgd_cap,sri lanka_9.2.1_2702,0.439464728
T_TEST_MATRIX,sri lanka_9.2.2_2703,0.785518845
GRANGER_CAUSALITY_MATRIX,sri lanka_9.2.2_2703,0.656471177
DTW_MATRIX,sri lanka_9.2.2_2703,0.655953142
COEFFICIENTS_MATRIX,sri lanka_9.2.2_2703,0.713581084
R_SQUARE_MATRIX,sri lanka_9.2.2_2703,0.78783627
sgd_cap,sri lanka_9.2.2_2703,0.627107692
PEARSON_CORR_MATRIX,sri lanka_9.a.1_3183,0.934389642
T_TEST_MATRIX,sri lanka_9.a.1_3183,1.100222258
GRANGER_CAUSALITY_MATRIX,sri lanka_9.a.1_3183,0.999050281
DTW_MATRIX,sri lanka_9.a.1_3183,1.067409382
COEFFICIENTS_MATRIX,sri lanka_9.a.1_3183,1.075603986
sgd_cap,sri lanka_9.a.1_3183,0.905417286
R_SQUARE_MATRIX,sri lanka_9.1.2_2699,0.937408505
PEARSON_CORR_MATRIX,sri lanka_9.1.2_2699,0.892535896
T_TEST_MATRIX,sri lanka_9.1.2_2699,0.905692245
GRANGER_CAUSALITY_MATRIX,sri lanka_9.1.2_2699,0.871531105
DTW_MATRIX,sri lanka_9.1.2_2699,0.917333991
sgd_cap,sri lanka_9.1.2_2699,0.86408749
DTW_MATRIX,sri lanka_9.2_2897,0.850960061
COEFFICIENTS_MATRIX,sri lanka_9.2_2897,0.827526632
R_SQUARE_MATRIX,sri lanka_9.2_2897,0.812464732
PEARSON_CORR_MATRIX,sri lanka_9.2_2897,0.746896185
T_TEST_MATRIX,sri lanka_9.2_2897,0.700220724
sgd_cap,sri lanka_9.2_2897,0.809037841
GRANGER_CAUSALITY_MATRIX,sri lanka_9.4.1_2708,0.819562967
DTW_MATRIX,sri lanka_9.4.1_2708,0.866983339
COEFFICIENTS_MATRIX,sri lanka_9.4.1_2708,0.820901009
R_SQUARE_MATRIX,sri lanka_9.4.1_2708,0.970899563
PEARSON_CORR_MATRIX,sri lanka_9.4.1_2708,0.931789892
sgd_cap,sri lanka_9.4.1_2708,0.900189966
T_TEST_MATRIX,sri lanka_9.4.1_2707,0.557426404
GRANGER_CAUSALITY_MATRIX,sri lanka_9.4.1_2707,0.517632636
DTW_MATRIX,sri lanka_9.4.1_2707,0.708342398
COEFFICIENTS_MATRIX,sri lanka_9.4.1_2707,0.571885153
R_SQUARE_MATRIX,sri lanka_9.4.1_2707,0.561344377
sgd_cap,sri lanka_9.4.1_2707,0.667915286
PEARSON_CORR_MATRIX,sri lanka_9.5.1_2709,0.218636526
T_TEST_MATRIX,sri lanka_9.5.1_2709,0.22453233
GRANGER_CAUSALITY_MATRIX,sri lanka_9.5.1_2709,0.286999382
DTW_MATRIX,sri lanka_9.5.1_2709,0.228659288
COEFFICIENTS_MATRIX,sri lanka_9.5.1_2709,0.222987733
sgd_cap,sri lanka_9.5.1_2709,0.236824846
R_SQUARE_MATRIX,sri lanka_9.5.2_2710,2.151567183
PEARSON_CORR_MATRIX,sri lanka_9.5.2_2710,2.45149793
T_TEST_MATRIX,sri lanka_9.5.2_2710,2.196318684
GRANGER_CAUSALITY_MATRIX,sri lanka_9.5.2_2710,2.251604148
DTW_MATRIX,sri lanka_9.5.2_2710,2.191695594
sgd_cap,sri lanka_9.5.2_2710,2.1248651
DTW_MATRIX,sri lanka_9.b.1_2711,0.540933768
COEFFICIENTS_MATRIX,sri lanka_9.b.1_2711,0.544531474
R_SQUARE_MATRIX,sri lanka_9.b.1_2711,0.594682359
PEARSON_CORR_MATRIX,sri lanka_9.b.1_2711,0.550288012
T_TEST_MATRIX,sri lanka_9.b.1_2711,0.54520444
sgd_cap,sri lanka_9.b.1_2711,0.551348472
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1300,0.577544179
DTW_MATRIX,sri lanka_10.6.1_1300,0.492312642
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1300,0.323785508
R_SQUARE_MATRIX,sri lanka_10.6.1_1300,0.53401102
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1300,0.462382707
sgd_cap,sri lanka_10.6.1_1300,0.316220437
T_TEST_MATRIX,sri lanka_10.6.1_1305,0.540317534
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1305,0.606166693
DTW_MATRIX,sri lanka_10.6.1_1305,0.508090622
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1305,0.568725588
R_SQUARE_MATRIX,sri lanka_10.6.1_1305,0.53562603
sgd_cap,sri lanka_10.6.1_1305,0.55258379
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1302,0.910986697
T_TEST_MATRIX,sri lanka_10.6.1_1302,0.641141833
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1302,0.720077042
DTW_MATRIX,sri lanka_10.6.1_1302,0.612650098
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1302,0.769080448
sgd_cap,sri lanka_10.6.1_1302,0.786088009
R_SQUARE_MATRIX,sri lanka_10.6.1_1295,1.084774279
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1295,1.139962983
T_TEST_MATRIX,sri lanka_10.6.1_1295,1.203040327
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1295,1.082657529
DTW_MATRIX,sri lanka_10.6.1_1295,0.983917744
sgd_cap,sri lanka_10.6.1_1295,1.152837592
DTW_MATRIX,sri lanka_10.6.1_1303,0.288261654
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1303,0.141383678
R_SQUARE_MATRIX,sri lanka_10.6.1_1303,0.315572743
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1303,0.363982042
T_TEST_MATRIX,sri lanka_10.6.1_1303,0.320637739
sgd_cap,sri lanka_10.6.1_1303,0.165221194
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1301,2.109617308
DTW_MATRIX,sri lanka_10.6.1_1301,1.888014015
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1301,2.113447407
R_SQUARE_MATRIX,sri lanka_10.6.1_1301,2.176725273
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1301,2.048724013
sgd_cap,sri lanka_10.6.1_1301,2.113496734
T_TEST_MATRIX,sri lanka_10.5.1_2727,0.10279603
GRANGER_CAUSALITY_MATRIX,sri lanka_10.5.1_2727,0.109659705
DTW_MATRIX,sri lanka_10.5.1_2727,0.049154575
COEFFICIENTS_MATRIX,sri lanka_10.5.1_2727,0.057896037
R_SQUARE_MATRIX,sri lanka_10.5.1_2727,0.090688074
sgd_cap,sri lanka_10.5.1_2727,0.076781505
PEARSON_CORR_MATRIX,sri lanka_10.a.1_1306,2.19616119
T_TEST_MATRIX,sri lanka_10.a.1_1306,2.176135151
GRANGER_CAUSALITY_MATRIX,sri lanka_10.a.1_1306,2.210878257
DTW_MATRIX,sri lanka_10.a.1_1306,2.250654098
COEFFICIENTS_MATRIX,sri lanka_10.a.1_1306,2.135267734
sgd_cap,sri lanka_10.a.1_1306,2.074438517
R_SQUARE_MATRIX,sri lanka_10.a.1_1312,4.16567014
PEARSON_CORR_MATRIX,sri lanka_10.a.1_1312,4.506692298
T_TEST_MATRIX,sri lanka_10.a.1_1312,4.377437883
GRANGER_CAUSALITY_MATRIX,sri lanka_10.a.1_1312,4.269074982
DTW_MATRIX,sri lanka_10.a.1_1312,4.231447442
sgd_cap,sri lanka_10.a.1_1312,4.387882458
DTW_MATRIX,sri lanka_10.a.1_1309,2.087458284
COEFFICIENTS_MATRIX,sri lanka_10.a.1_1309,2.243272832
R_SQUARE_MATRIX,sri lanka_10.a.1_1309,2.089879639
PEARSON_CORR_MATRIX,sri lanka_10.a.1_1309,2.176315811
T_TEST_MATRIX,sri lanka_10.a.1_1309,2.31756775
sgd_cap,sri lanka_10.a.1_1309,2.258484276
GRANGER_CAUSALITY_MATRIX,sri lanka_10.a.1_1307,3.616795013
DTW_MATRIX,sri lanka_10.a.1_1307,3.524426889
COEFFICIENTS_MATRIX,sri lanka_10.a.1_1307,3.474830876
R_SQUARE_MATRIX,sri lanka_10.a.1_1307,3.702884336
PEARSON_CORR_MATRIX,sri lanka_10.a.1_1307,3.746701174
sgd_cap,sri lanka_10.a.1_1307,3.197471127
T_TEST_MATRIX,sri lanka_10.a.1_1310,1.571251722
GRANGER_CAUSALITY_MATRIX,sri lanka_10.a.1_1310,1.699561393
DTW_MATRIX,sri lanka_10.a.1_1310,1.536573177
COEFFICIENTS_MATRIX,sri lanka_10.a.1_1310,1.585945004
R_SQUARE_MATRIX,sri lanka_10.a.1_1310,1.64264468
sgd_cap,sri lanka_10.a.1_1310,1.546290743
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1289,0.442674938
T_TEST_MATRIX,sri lanka_10.6.1_1289,0.359362879
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1289,0.448646457
DTW_MATRIX,sri lanka_10.6.1_1289,0.257854744
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1289,0.219319594
sgd_cap,sri lanka_10.6.1_1289,0.386403029
R_SQUARE_MATRIX,sri lanka_10.6.1_1294,0.602588285
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1294,0.632774227
T_TEST_MATRIX,sri lanka_10.6.1_1294,0.570608854
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1294,0.499394735
DTW_MATRIX,sri lanka_10.6.1_1294,0.562322181
sgd_cap,sri lanka_10.6.1_1294,0.595550542
DTW_MATRIX,sri lanka_10.6.1_1291,0.466796644
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1291,0.372621874
R_SQUARE_MATRIX,sri lanka_10.6.1_1291,0.433701986
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1291,0.508275487
T_TEST_MATRIX,sri lanka_10.6.1_1291,0.430287669
sgd_cap,sri lanka_10.6.1_1291,0.533244727
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1284,0.348675168
DTW_MATRIX,sri lanka_10.6.1_1284,0.371487989
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1284,0.442777879
R_SQUARE_MATRIX,sri lanka_10.6.1_1284,0.330648482
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1284,0.37847915
sgd_cap,sri lanka_10.6.1_1284,0.39130837
T_TEST_MATRIX,sri lanka_10.6.1_1292,0.321534102
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1292,0.17171383
DTW_MATRIX,sri lanka_10.6.1_1292,0.314309178
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1292,0.147064019
R_SQUARE_MATRIX,sri lanka_10.6.1_1292,0.392033072
sgd_cap,sri lanka_10.6.1_1292,0.274609466
PEARSON_CORR_MATRIX,sri lanka_10.6.1_1290,0.129720733
T_TEST_MATRIX,sri lanka_10.6.1_1290,0.141018798
GRANGER_CAUSALITY_MATRIX,sri lanka_10.6.1_1290,0.275254395
DTW_MATRIX,sri lanka_10.6.1_1290,0.247281519
COEFFICIENTS_MATRIX,sri lanka_10.6.1_1290,0.206143426
sgd_cap,sri lanka_10.6.1_1290,0.430600658
R_SQUARE_MATRIX,sri lanka_10.5.1_2730,0.281103488
PEARSON_CORR_MATRIX,sri lanka_10.5.1_2730,0.337252957
T_TEST_MATRIX,sri lanka_10.5.1_2730,0.217110574
GRANGER_CAUSALITY_MATRIX,sri lanka_10.5.1_2730,0.192716939
DTW_MATRIX,sri lanka_10.5.1_2730,0.194336059
sgd_cap,sri lanka_10.5.1_2730,0.32428253
DTW_MATRIX,sri lanka_10.5.1_2731,0.261883152
COEFFICIENTS_MATRIX,sri lanka_10.5.1_2731,0.261990939
R_SQUARE_MATRIX,sri lanka_10.5.1_2731,0.325249506
PEARSON_CORR_MATRIX,sri lanka_10.5.1_2731,0.333692174
T_TEST_MATRIX,sri lanka_10.5.1_2731,0.297422885
sgd_cap,sri lanka_10.5.1_2731,0.301203607
GRANGER_CAUSALITY_MATRIX,sri lanka_10.b.1_3185,3.350883053
DTW_MATRIX,sri lanka_10.b.1_3185,3.462478092
COEFFICIENTS_MATRIX,sri lanka_10.b.1_3185,3.36080469
R_SQUARE_MATRIX,sri lanka_10.b.1_3185,3.281833144
PEARSON_CORR_MATRIX,sri lanka_10.b.1_3185,3.455890755
sgd_cap,sri lanka_10.b.1_3185,3.4713127
T_TEST_MATRIX,sri lanka_10.7_2950,1.071158696
GRANGER_CAUSALITY_MATRIX,sri lanka_10.7_2950,1.085943938
DTW_MATRIX,sri lanka_10.7_2950,1.074420433
COEFFICIENTS_MATRIX,sri lanka_10.7_2950,1.087652814
R_SQUARE_MATRIX,sri lanka_10.7_2950,1.0799723
sgd_cap,sri lanka_10.7_2950,1.07962372
PEARSON_CORR_MATRIX,sri lanka_10.5.1_2728,0.354727029
T_TEST_MATRIX,sri lanka_10.5.1_2728,0.364816672
GRANGER_CAUSALITY_MATRIX,sri lanka_10.5.1_2728,0.359140147
DTW_MATRIX,sri lanka_10.5.1_2728,0.371066651
COEFFICIENTS_MATRIX,sri lanka_10.5.1_2728,0.353857057
sgd_cap,sri lanka_10.5.1_2728,0.365202698
R_SQUARE_MATRIX,sri lanka_10.5.1_2725,0.090356913
PEARSON_CORR_MATRIX,sri lanka_10.5.1_2725,0.046878585
T_TEST_MATRIX,sri lanka_10.5.1_2725,0.108859068
GRANGER_CAUSALITY_MATRIX,sri lanka_10.5.1_2725,0.090298949
DTW_MATRIX,sri lanka_10.5.1_2725,0.112766661
sgd_cap,sri lanka_10.5.1_2725,0.087492961
DTW_MATRIX,sri lanka_10.5.1_2726,0.597259304
COEFFICIENTS_MATRIX,sri lanka_10.5.1_2726,0.634842926
R_SQUARE_MATRIX,sri lanka_10.5.1_2726,0.238638436
PEARSON_CORR_MATRIX,sri lanka_10.5.1_2726,0.513289675
T_TEST_MATRIX,sri lanka_10.5.1_2726,0.70314736
sgd_cap,sri lanka_10.5.1_2726,0.238102621
GRANGER_CAUSALITY_MATRIX,sri lanka_10.4.1_2721,0.671665965
DTW_MATRIX,sri lanka_10.4.1_2721,0.625858072
COEFFICIENTS_MATRIX,sri lanka_10.4.1_2721,0.747547614
R_SQUARE_MATRIX,sri lanka_10.4.1_2721,0.801538662
PEARSON_CORR_MATRIX,sri lanka_10.4.1_2721,0.647957228
sgd_cap,sri lanka_10.4.1_2721,0.739673273
T_TEST_MATRIX,sri lanka_11.5.1_3188,6.545641022
GRANGER_CAUSALITY_MATRIX,sri lanka_11.5.1_3188,6.67244267
DTW_MATRIX,sri lanka_11.5.1_3188,6.626895298
COEFFICIENTS_MATRIX,sri lanka_11.5.1_3188,6.684659833
R_SQUARE_MATRIX,sri lanka_11.5.1_3188,6.474781411
sgd_cap,sri lanka_11.5.1_3188,6.611655324
PEARSON_CORR_MATRIX,sri lanka_11.5.1_3382,3.54721119
T_TEST_MATRIX,sri lanka_11.5.1_3382,3.550434663
GRANGER_CAUSALITY_MATRIX,sri lanka_11.5.1_3382,3.590806605
DTW_MATRIX,sri lanka_11.5.1_3382,3.616916249
COEFFICIENTS_MATRIX,sri lanka_11.5.1_3382,3.61829391
sgd_cap,sri lanka_11.5.1_3382,3.579808047
R_SQUARE_MATRIX,sri lanka_11.6.2_1844,0.533340183
